Title,Year,Genre,Director,Lead_Actor,Budget_INR,BoxOffice_INR,IMDb_Rating,TMDB_Rating,BoxOfficeMojo_Score,Duration_Minutes,Language,Production_House,Release_Month,Certification
KGF,1999,Action,Vetrimaaran,Kartik Aaryan,128000000,552269413.4,2.4,4.3,25.24,154,Hindi,Production House 327,May,A
Andhadhun,2004,Action,Neeraj Pandey,Aamir Khan,124000000,286830821.7,3.8,8.5,37.07,147,Hindi,Production House 58,June,U
Pathaan,2019,Romance,Neeraj Pandey,Amitabh Bachchan,135000000,205198162.5,2,8.1,34.22,100,Hindi,Production House 453,February,A
Kahaani,2002,Sci-Fi,Anurag Kashyap,Hrithik Roshan,194000000,159414766.1,4.8,2.6,30.04,125,Hindi,Production House 156,September,A
Padmaavat,1994,Thriller,Mani Ratnam,Aamir Khan,99000000,153909245.7,6.8,1.2,27.03,152,Hindi,Production House 37,February,A
Kahaani,2012,Drama,Lokesh Kanagaraj,Ranveer Singh,153000000,685494031.6,7,3.8,63,125,Hindi,Production House 221,January,U/A
Padmaavat,1998,Action,Kabir Khan,Pankaj Tripathi,37000000,67123230,8.2,4.6,54.81,146,Hindi,Production House 234,April,A
RRR,1994,Drama,Imtiaz Ali,Hrithik Roshan,5000000,5604545.867,8.3,2.6,50.87,177,Hindi,Production House 421,February,U/A
KGF,2020,Sci-Fi,Mani Ratnam,Ranbir Kapoor,119000000,71642242.64,6.4,8.7,80.06,178,Hindi,Production House 123,July,U/A
PK,1984,Action,Rohit Shetty,Ranbir Kapoor,188000000,345837570.8,4.2,1.3,14.65,112,Hindi,Production House 135,April,U/A
Lagaan,1995,Comedy,Lokesh Kanagaraj,Vijay,8000000,11781497.56,1.5,5.4,16.97,143,Tamil,Production House 430,February,A
Kantara,2024,Sci-Fi,Vetrimaaran,Kartik Aaryan,154000000,147826225.5,1.3,1.5,51.31,152,Hindi,Production House 90,October,U
Padmaavat,2011,Drama,Sanjay Leela Bhansali,Prabhas,190000000,908178360,2,5.8,35.37,175,Telugu,Production House 239,May,U
3 Idiots,2001,Romance,Lokesh Kanagaraj,Rajkummar Rao,176000000,299956525.4,9.9,5.2,17.38,122,Tamil,Production House 186,September,U/A
Jawan,2022,Action,Rohit Shetty,Ranbir Kapoor,61000000,32195539.7,8.1,8,69.06,136,Hindi,Production House 83,April,U/A
Kantara,2011,Horror,Anurag Kashyap,Ayushmann Khurrana,172000000,816869301.7,4.6,7.2,49.61,108,Hindi,Production House 74,November,U
Pushpa,1992,Thriller,Zoya Akhtar,Rajkummar Rao,60000000,186198560.3,5.2,8.6,20.22,123,Hindi,Production House 184,January,U
Sooryavanshi,2017,Comedy,Shoojit Sircar,Ranbir Kapoor,67000000,58468108.52,7.6,5.9,26.44,112,Hindi,Production House 362,August,U/A
3 Idiots,2005,Sci-Fi,Imtiaz Ali,Vicky Kaushal,107000000,68629682.11,5.6,8.4,72.31,179,Hindi,Production House 468,August,A
Swades,1996,Sci-Fi,Neeraj Pandey,Aamir Khan,121000000,119223815.1,4.2,7.5,32.75,175,Hindi,Production House 110,October,U
Chak De India,1984,Action,Meghna Gulzar,Rajkummar Rao,171000000,540652211.6,4.1,8,20.45,156,Hindi,Production House 351,October,U/A
Pushpa,2012,Sci-Fi,Meghna Gulzar,Akshay Kumar,11000000,8562644.443,2.9,6.4,96.56,93,Hindi,Production House 228,May,U
Bajrangi Bhaijaan,2006,Drama,Meghna Gulzar,Amitabh Bachchan,146000000,446268372.1,9,7.5,8.8,164,Hindi,Production House 110,August,A
Kahaani,1984,Adventure,Sanjay Leela Bhansali,Aamir Khan,129000000,443300062,4.7,4.6,14.69,173,Hindi,Production House 262,January,A
Chak De India,2016,Action,Lokesh Kanagaraj,Ranveer Singh,94000000,109424978.6,7.8,1.8,71.73,142,Tamil,Production House 463,February,U
Swades,1986,Comedy,Vetrimaaran,Irrfan Khan,150000000,404692101.4,6.2,4.7,42.57,104,Tamil,Production House 88,April,U
Sholay,1997,Thriller,Neeraj Pandey,Shah Rukh Khan,59000000,285410121.3,7.8,2.6,75.29,178,Hindi,Production House 286,March,A
DDLJ,2010,Thriller,Imtiaz Ali,Allu Arjun,119000000,507439563.1,3.9,6.7,55.28,106,Telugu,Production House 9,March,A
War,1985,Thriller,Shoojit Sircar,Hrithik Roshan,188000000,705966238,7.8,3.4,4.02,111,Hindi,Production House 65,December,U/A
3 Idiots,1981,Horror,Rohit Shetty,Shah Rukh Khan,189000000,534833723.4,8.1,9.6,68.41,123,Hindi,Production House 306,September,U
Lagaan,1992,Adventure,Neeraj Pandey,Shah Rukh Khan,127000000,288828023,1.9,3.4,80.58,122,Hindi,Production House 239,September,U
Sooryavanshi,2021,Comedy,Neeraj Pandey,Shah Rukh Khan,120000000,303774757.5,1.8,1.9,55.27,114,Hindi,Production House 399,August,U/A
Sholay,1990,Horror,Vetrimaaran,Amitabh Bachchan,190000000,748741556.7,9.9,8.9,30.76,103,Tamil,Production House 314,November,U
Gully Boy,2005,Horror,S. S. Rajamouli,Amitabh Bachchan,119000000,356326558.5,2.1,4.7,1.55,139,Telugu,Production House 134,July,U/A
Sooryavanshi,2000,Sci-Fi,Lokesh Kanagaraj,Allu Arjun,157000000,618728040.6,7.2,4.2,90.67,119,Tamil,Production House 207,August,A
ZNMD,1981,Action,Anurag Kashyap,Akshay Kumar,118000000,574002547.3,7.7,9,70.7,175,Hindi,Production House 327,November,A
RRR,2019,Comedy,Zoya Akhtar,Shah Rukh Khan,100000000,338231367.8,1.6,6.9,4.48,111,Hindi,Production House 302,April,A
KGF,1999,Comedy,Meghna Gulzar,Vicky Kaushal,84000000,269973144.7,7.7,5.8,84.06,172,Hindi,Production House 347,July,U/A
3 Idiots,1996,Sci-Fi,Rajkumar Hirani,Rajkummar Rao,7000000,16294101.38,4.8,3.9,5.31,93,Hindi,Production House 394,November,U/A
Barfi,1995,Action,S. S. Rajamouli,Amitabh Bachchan,153000000,211965096.8,3.5,3.6,71.15,161,Hindi,Production House 96,August,A
Pathaan,2021,Romance,Imtiaz Ali,Ranveer Singh,164000000,358160147.8,7,6.2,69.41,134,Hindi,Production House 469,April,U/A
Padmaavat,1984,Horror,Lokesh Kanagaraj,Kartik Aaryan,134000000,380618605.9,8.5,5.5,91.61,163,Hindi,Production House 172,December,U/A
PK,1993,Thriller,Anurag Kashyap,Aamir Khan,115000000,75537802.66,6.2,3.5,16.54,117,Hindi,Production House 37,May,A
Kahaani,2003,Adventure,Zoya Akhtar,Allu Arjun,24000000,63386942.68,8.8,2.7,56.73,143,Telugu,Production House 310,August,A
Pathaan,1983,Drama,Kabir Khan,Vicky Kaushal,119000000,521180964.8,1.2,8.4,54.47,147,Hindi,Production House 102,February,U/A
RRR,2003,Adventure,Zoya Akhtar,Pankaj Tripathi,150000000,734221444.7,7.6,7.2,3.5,174,Hindi,Production House 228,April,U
Pathaan,1988,Horror,Karan Johar,Ajay Devgn,186000000,809094238.7,2.5,9.9,63.83,154,Hindi,Production House 462,April,U/A
Pushpa,1982,Drama,Meghna Gulzar,Allu Arjun,79000000,100639510.7,3.6,5.6,25.4,126,Telugu,Production House 234,October,U
Pushpa,1988,Action,Lokesh Kanagaraj,Ajay Devgn,40000000,47902374.52,6.2,9.9,33.25,143,Tamil,Production House 295,April,U
Sholay,1997,Adventure,Karan Johar,Pankaj Tripathi,106000000,240609920,3.5,5.1,24.14,100,Hindi,Production House 316,January,A
Gully Boy,2015,Drama,Anurag Kashyap,Ranbir Kapoor,80000000,121154969.4,2.5,5.8,5.59,105,Hindi,Production House 41,June,U/A
Article 15,1998,Romance,S. S. Rajamouli,Akshay Kumar,65000000,230228392.5,9,2.9,16.66,167,Hindi,Production House 48,November,U/A
PK,2003,Comedy,Mani Ratnam,Hrithik Roshan,64000000,56352734.09,9.2,2.3,20.73,154,Hindi,Production House 334,March,U
Swades,1983,Thriller,Zoya Akhtar,Vicky Kaushal,121000000,302105131.4,1.3,9.5,57.73,133,Hindi,Production House 258,February,U/A
Pathaan,1988,Drama,Vetrimaaran,Pankaj Tripathi,40000000,70464124.32,5.5,9.8,13.5,132,Tamil,Production House 152,November,A
Jawan,2012,Drama,Rajkumar Hirani,Sushant Singh Rajput,176000000,559559086.5,2.8,5.9,92.07,165,Hindi,Production House 10,October,U/A
Kantara,1980,Adventure,Imtiaz Ali,Allu Arjun,72000000,294249066.4,8.8,3.5,23.18,116,Telugu,Production House 426,August,A
Chak De India,2014,Action,Karan Johar,Prabhas,198000000,921894759.2,5.2,9.6,65.17,170,Telugu,Production House 390,July,U/A
RRR,1989,Action,Vetrimaaran,Aamir Khan,48000000,232192190.6,5.3,8.2,15.76,169,Hindi,Production House 131,July,A
War,1991,Sci-Fi,Zoya Akhtar,Amitabh Bachchan,81000000,168510407.6,6.6,2.6,79.51,90,Hindi,Production House 190,July,U
Pathaan,1997,Comedy,Lokesh Kanagaraj,Salman Khan,94000000,409023611.7,1.5,3.7,7.15,119,Tamil,Production House 418,February,U/A
Kantara,1993,Thriller,Imtiaz Ali,Hrithik Roshan,33000000,104406515.7,2.1,1,73.76,153,Hindi,Production House 474,May,U
Drishyam,1989,Sci-Fi,Kabir Khan,Allu Arjun,180000000,650726885.8,5.5,6.2,39.32,126,Hindi,Production House 254,January,U
Chak De India,1989,Sci-Fi,Meghna Gulzar,Vicky Kaushal,168000000,727454708.4,9.7,5.7,46.55,112,Hindi,Production House 330,February,U/A
Kahaani,1997,Drama,Rohit Shetty,Hrithik Roshan,140000000,151971322.2,8.6,2.5,36.63,116,Hindi,Production House 166,October,U/A
Dangal,2003,Comedy,Mani Ratnam,Ayushmann Khurrana,137000000,652576580.7,9,4.1,40.2,169,Hindi,Production House 438,January,U
Queen,1980,Adventure,Lokesh Kanagaraj,Ranveer Singh,100000000,296328690.7,2.2,9.5,0.53,177,Hindi,Production House 85,December,A
PK,2009,Adventure,S. S. Rajamouli,Shah Rukh Khan,179000000,360150672.3,9.6,6.8,2.61,117,Hindi,Production House 25,June,U/A
Andhadhun,1994,Adventure,Imtiaz Ali,Amitabh Bachchan,130000000,263157787.3,7.6,8.8,79.39,119,Hindi,Production House 194,September,A
Bajrangi Bhaijaan,1987,Thriller,Zoya Akhtar,Irrfan Khan,175000000,678912765.1,3.9,8.5,21.35,179,Hindi,Production House 36,August,A
Jawan,2014,Comedy,S. S. Rajamouli,Pankaj Tripathi,142000000,504663652.5,8.8,9.3,60.73,177,Telugu,Production House 321,June,A
War,1997,Drama,Anurag Kashyap,Vijay,14000000,52957245.75,7.7,1.4,65.33,178,Hindi,Production House 172,July,U/A
Drishyam,2020,Adventure,Karan Johar,Allu Arjun,138000000,226110208.2,7.6,3.4,69.8,140,Telugu,Production House 490,March,U/A
Sholay,1995,Action,Karan Johar,Akshay Kumar,20000000,25317659.45,7.6,4.7,59.73,91,Hindi,Production House 252,October,U
Barfi,2000,Action,Shoojit Sircar,Irrfan Khan,192000000,719686740.2,8.2,6.8,62.88,160,Hindi,Production House 164,February,U/A
War,1994,Action,Zoya Akhtar,Rajkummar Rao,30000000,55294898.44,9.5,6.5,58.15,176,Hindi,Production House 428,August,U/A
Baahubali,1984,Romance,Shoojit Sircar,Sushant Singh Rajput,25000000,37524067.28,2.2,3.2,92.82,124,Hindi,Production House 344,May,U/A
Queen,2024,Comedy,Mani Ratnam,Nawazuddin Siddiqui,104000000,152436779.6,10,2.7,66.46,118,Hindi,Production House 458,July,U
Dangal,1986,Adventure,Kabir Khan,Vicky Kaushal,190000000,221882797.3,8.9,4.9,35.29,120,Hindi,Production House 243,April,A
Dangal,1986,Drama,Rajkumar Hirani,Prabhas,173000000,418775987.9,5,3.3,35.66,131,Hindi,Production House 35,April,U/A
DDLJ,2006,Comedy,Rajkumar Hirani,Prabhas,110000000,184169544.6,2.4,9.7,7.96,155,Telugu,Production House 444,May,A
PK,2004,Action,Zoya Akhtar,Ranveer Singh,34000000,153761417.7,5.1,9.7,99.18,140,Hindi,Production House 342,April,U/A
DDLJ,2001,Horror,Karan Johar,Vijay,137000000,493354586.1,8,2,89.08,168,Hindi,Production House 366,May,U/A
RRR,1992,Horror,Meghna Gulzar,Ranveer Singh,142000000,546327846.6,6.4,7.3,4.31,105,Hindi,Production House 431,July,U/A
Andhadhun,1996,Adventure,Vetrimaaran,Ayushmann Khurrana,99000000,229308474.2,3.5,3.1,86.18,97,Tamil,Production House 482,December,U/A
Dangal,2020,Comedy,Lokesh Kanagaraj,Shah Rukh Khan,143000000,457734824.9,4.7,7.5,13.84,150,Hindi,Production House 480,June,U
Queen,2023,Adventure,Sanjay Leela Bhansali,Pankaj Tripathi,195000000,536950105.2,9.6,7.9,23.9,129,Hindi,Production House 144,July,U
3 Idiots,1992,Thriller,Rajkumar Hirani,Pankaj Tripathi,139000000,174240888.6,8.2,1.4,68.08,170,Hindi,Production House 383,July,A
3 Idiots,2005,Horror,Mani Ratnam,Sushant Singh Rajput,191000000,136630250.9,2.1,7.3,73.02,146,Tamil,Production House 478,September,U/A
Dangal,1988,Horror,Karan Johar,Hrithik Roshan,144000000,514919958.7,5.9,9.1,50.57,167,Hindi,Production House 164,February,U/A
RRR,1984,Comedy,Neeraj Pandey,Prabhas,68000000,71078772.52,9.4,2.9,96.77,174,Hindi,Production House 443,March,U/A
Chak De India,2018,Sci-Fi,Neeraj Pandey,Salman Khan,127000000,96275041.06,1.3,2,48.96,139,Hindi,Production House 189,March,U
Sooryavanshi,2012,Romance,Shoojit Sircar,Akshay Kumar,117000000,291143150.7,1.4,6.1,25.84,116,Hindi,Production House 223,November,A
Queen,1983,Romance,Imtiaz Ali,Vijay,45000000,171950339.9,7.5,5.7,0.91,174,Hindi,Production House 478,June,A
3 Idiots,2007,Action,S. S. Rajamouli,Prabhas,192000000,760302331.5,6.2,9,86.73,121,Telugu,Production House 69,December,U/A
Drishyam,2005,Adventure,Meghna Gulzar,Rajkummar Rao,32000000,141779623.4,1.4,5.1,39.53,169,Hindi,Production House 472,January,U/A
KGF,1983,Drama,Shoojit Sircar,Vicky Kaushal,127000000,177350813.9,10,4.7,78.25,117,Hindi,Production House 174,September,U/A
Pushpa,1995,Sci-Fi,Vetrimaaran,Aamir Khan,84000000,414566020.9,6.2,7.4,77.39,118,Tamil,Production House 484,May,U/A
Jawan,2016,Adventure,Neeraj Pandey,Shah Rukh Khan,195000000,767215960.6,5.4,1.7,4.36,138,Hindi,Production House 347,June,A
Article 15,2001,Thriller,Mani Ratnam,Kartik Aaryan,7000000,8452220.397,5,1.5,82.16,125,Hindi,Production House 142,July,U/A
Queen,2015,Adventure,Meghna Gulzar,Allu Arjun,105000000,449740807.6,7.3,5.5,28.91,113,Hindi,Production House 101,January,U
Lagaan,2017,Sci-Fi,Sanjay Leela Bhansali,Pankaj Tripathi,36000000,98831402.14,5.1,1.8,84.12,174,Hindi,Production House 461,March,U/A
Bajrangi Bhaijaan,2014,Adventure,Imtiaz Ali,Ranveer Singh,25000000,19986466.4,6.9,9.5,49.22,128,Hindi,Production House 276,September,U/A
Kantara,2004,Drama,Mani Ratnam,Irrfan Khan,125000000,136773496.7,5.4,6.9,59.16,139,Hindi,Production House 28,May,A
Chak De India,1987,Drama,Shoojit Sircar,Sushant Singh Rajput,59000000,144698666.3,6.5,7.8,10.14,97,Hindi,Production House 371,February,U/A
Barfi,1996,Thriller,Lokesh Kanagaraj,Irrfan Khan,22000000,63520174.35,8.2,3.1,37.93,171,Tamil,Production House 384,March,A
Barfi,1997,Romance,Neeraj Pandey,Salman Khan,57000000,271531805,8.4,5.4,97.09,172,Hindi,Production House 262,June,U
Padmaavat,1991,Sci-Fi,Kabir Khan,Prabhas,116000000,170601910.6,8.6,2.2,92.59,108,Hindi,Production House 201,December,U/A
Pathaan,2012,Adventure,Rajkumar Hirani,Nawazuddin Siddiqui,125000000,329183787,2.8,2.8,99.42,127,Hindi,Production House 278,March,U
KGF,2002,Horror,Rajkumar Hirani,Aamir Khan,114000000,172881297.7,1.6,6.1,51.02,133,Hindi,Production House 343,November,U
Drishyam,1991,Action,Shoojit Sircar,Salman Khan,79000000,238011444.9,8.5,3.5,81.83,115,Hindi,Production House 253,January,U
Chak De India,1990,Comedy,Mani Ratnam,Allu Arjun,65000000,298475536.3,1.4,9.3,45.5,159,Tamil,Production House 136,May,A
Pathaan,1992,Romance,Kabir Khan,Shah Rukh Khan,182000000,555987717.8,2.9,10,94.14,138,Hindi,Production House 129,October,U/A
Andhadhun,2014,Action,Mani Ratnam,Vijay,12000000,33543809.1,5.7,1,98.6,115,Tamil,Production House 71,November,A
Gully Boy,2006,Horror,Sanjay Leela Bhansali,Ranveer Singh,16000000,62009317.3,8.7,7.8,87.78,121,Hindi,Production House 376,July,U/A
Baahubali,2004,Romance,Sanjay Leela Bhansali,Ranbir Kapoor,183000000,213059754.3,9.1,2,62.12,123,Hindi,Production House 189,November,A
Dangal,2019,Sci-Fi,Lokesh Kanagaraj,Shah Rukh Khan,198000000,905902956.5,6.7,6.2,98.9,134,Tamil,Production House 381,November,U/A
Chak De India,1982,Thriller,Zoya Akhtar,Prabhas,45000000,139470879.5,9.7,3.1,98.37,126,Hindi,Production House 317,May,U/A
Lagaan,2004,Drama,Lokesh Kanagaraj,Shah Rukh Khan,154000000,552612424.7,7.6,9.7,47.51,178,Hindi,Production House 332,January,A
Kahaani,2024,Thriller,Kabir Khan,Kartik Aaryan,131000000,548277368.4,5.7,8.9,30.38,175,Hindi,Production House 167,February,A
Pushpa,1989,Horror,Imtiaz Ali,Nawazuddin Siddiqui,141000000,473431515.8,2.2,6.4,18.74,95,Hindi,Production House 81,February,U/A
Drishyam,1996,Comedy,Karan Johar,Ayushmann Khurrana,82000000,277604713.4,4.9,2.6,67.7,120,Hindi,Production House 50,December,U
Gully Boy,1982,Adventure,Sanjay Leela Bhansali,Kartik Aaryan,143000000,541011397.3,8.4,8,3.48,154,Hindi,Production House 336,October,U
Chak De India,2024,Thriller,Imtiaz Ali,Shah Rukh Khan,145000000,106584353.1,3.6,5.7,76.38,98,Hindi,Production House 196,November,U/A
PK,2001,Horror,Sanjay Leela Bhansali,Amitabh Bachchan,188000000,417350089.9,6.2,6.5,5.13,165,Hindi,Production House 229,April,U
RRR,2017,Drama,Vetrimaaran,Vicky Kaushal,160000000,773314456.3,9.9,7.5,26.54,110,Hindi,Production House 265,April,U/A
Tanu Weds Manu,1993,Romance,Zoya Akhtar,Akshay Kumar,93000000,154446155.4,2.6,4.7,49.8,156,Hindi,Production House 9,January,U
Pathaan,2006,Action,Rohit Shetty,Pankaj Tripathi,68000000,199930167.2,1.9,1.1,9.74,131,Hindi,Production House 475,February,U
ZNMD,2021,Horror,S. S. Rajamouli,Hrithik Roshan,68000000,87680803.43,8.2,4.3,3.63,135,Telugu,Production House 76,February,U
Chak De India,1999,Horror,Sanjay Leela Bhansali,Nawazuddin Siddiqui,74000000,144650347,1.2,4.7,47.98,94,Hindi,Production House 418,November,U/A
Baahubali,1997,Sci-Fi,S. S. Rajamouli,Hrithik Roshan,59000000,219884751.3,6.8,4.3,88.68,126,Hindi,Production House 151,January,U
Andhadhun,1992,Comedy,Kabir Khan,Nawazuddin Siddiqui,41000000,139150847.4,4,8.5,40.83,166,Hindi,Production House 483,May,U/A
Jawan,2021,Romance,Mani Ratnam,Sushant Singh Rajput,165000000,390129898.7,7.5,4,20.03,118,Hindi,Production House 232,May,U
Gully Boy,1985,Horror,Mani Ratnam,Aamir Khan,29000000,136918943,2.1,4.7,40.84,138,Hindi,Production House 265,May,U/A
Pathaan,1989,Horror,Imtiaz Ali,Irrfan Khan,118000000,470549859,4,1.6,72.26,114,Hindi,Production House 491,December,U
Singham,2016,Action,Kabir Khan,Ajay Devgn,27000000,46052745.23,1.2,7.5,4.14,99,Hindi,Production House 461,June,U
Lagaan,2008,Adventure,Zoya Akhtar,Amitabh Bachchan,192000000,498145614.9,3.1,2.9,3.07,104,Hindi,Production House 372,November,A
Drishyam,1985,Drama,Zoya Akhtar,Irrfan Khan,188000000,836817191.9,5.3,3.1,46.28,119,Hindi,Production House 178,May,A
DDLJ,2018,Thriller,Kabir Khan,Irrfan Khan,195000000,117212259.6,2.6,6.3,67.67,166,Hindi,Production House 494,October,U/A
War,1990,Sci-Fi,Vetrimaaran,Kartik Aaryan,140000000,436323759.5,6.4,9.9,61.38,148,Tamil,Production House 314,July,U/A
Bajrangi Bhaijaan,2004,Romance,Vetrimaaran,Hrithik Roshan,21000000,32420258.85,2.1,4.7,63.78,144,Hindi,Production House 121,September,U/A
Singham,2023,Action,Imtiaz Ali,Prabhas,99000000,77931862.5,7.7,3.9,16.57,144,Telugu,Production House 43,September,U/A
Kantara,2023,Action,Imtiaz Ali,Aamir Khan,94000000,433140237.7,9.3,1.3,53.87,158,Hindi,Production House 130,October,A
Swades,2009,Thriller,Rajkumar Hirani,Vicky Kaushal,189000000,788748711.1,4.5,8.1,37.79,103,Hindi,Production House 239,January,U/A
Swades,1999,Romance,Kabir Khan,Allu Arjun,79000000,105371860.2,5.8,3.4,11.05,163,Hindi,Production House 450,June,U/A
Sholay,2016,Romance,Lokesh Kanagaraj,Pankaj Tripathi,66000000,281573107.4,5.4,7.9,12.81,145,Hindi,Production House 285,July,U
Singham,1995,Sci-Fi,Rohit Shetty,Ranbir Kapoor,15000000,17383849.95,8.1,3.5,64.53,150,Hindi,Production House 429,September,U/A
Sholay,2010,Drama,Zoya Akhtar,Nawazuddin Siddiqui,199000000,525902497.8,9.9,1.3,95.72,94,Hindi,Production House 441,October,A
3 Idiots,2008,Romance,Rajkumar Hirani,Ranveer Singh,172000000,647748534.6,7.6,5.5,10.63,95,Hindi,Production House 150,November,U/A
Bajrangi Bhaijaan,1985,Sci-Fi,Meghna Gulzar,Rajkummar Rao,172000000,499165531.8,2.9,9.2,49.49,102,Hindi,Production House 427,December,U
3 Idiots,2008,Horror,Shoojit Sircar,Vijay,125000000,541064152.3,7.3,2.9,24.79,129,Hindi,Production House 469,May,U
War,2011,Thriller,Shoojit Sircar,Shah Rukh Khan,60000000,196557022.7,6.5,2.4,28.16,148,Hindi,Production House 315,February,U/A
Swades,1988,Romance,Lokesh Kanagaraj,Sushant Singh Rajput,57000000,139295597.5,2.9,2.7,22.45,102,Hindi,Production House 111,October,A
Pathaan,2016,Adventure,Vetrimaaran,Ranveer Singh,89000000,415027417.1,3.2,7.2,54.57,135,Tamil,Production House 134,August,U
Padmaavat,2002,Adventure,Zoya Akhtar,Prabhas,32000000,21226430.6,6.9,4.3,5.67,112,Hindi,Production House 239,January,U
DDLJ,1995,Drama,Rajkumar Hirani,Allu Arjun,90000000,242801537.8,8.3,3.3,74.25,110,Telugu,Production House 185,July,A
ZNMD,1997,Action,Rohit Shetty,Ranveer Singh,174000000,604391946,7.9,4,60.67,161,Hindi,Production House 412,December,U
DDLJ,1998,Horror,Kabir Khan,Ajay Devgn,119000000,507209268.1,6.5,3.8,38.48,123,Hindi,Production House 208,April,U/A
Dangal,2023,Romance,Rohit Shetty,Shah Rukh Khan,50000000,146760218.1,9.4,5.9,21.79,142,Hindi,Production House 385,October,U/A
3 Idiots,1981,Thriller,Meghna Gulzar,Ajay Devgn,22000000,98666254.27,7.6,2.2,53.63,120,Hindi,Production House 407,June,U
RRR,1989,Romance,Zoya Akhtar,Hrithik Roshan,27000000,65292635.54,5.9,5.6,95.52,173,Hindi,Production House 136,August,A
Bajrangi Bhaijaan,1991,Sci-Fi,Vetrimaaran,Sushant Singh Rajput,158000000,304478424,8.3,3.8,70.81,155,Tamil,Production House 189,November,U
Singham,1997,Comedy,Sanjay Leela Bhansali,Nawazuddin Siddiqui,103000000,502861884,3.6,9.4,27.94,177,Hindi,Production House 72,March,A
Jawan,1998,Adventure,Meghna Gulzar,Shah Rukh Khan,33000000,115576372.4,3.4,4.8,74.29,164,Hindi,Production House 490,February,U
Sooryavanshi,2017,Drama,Rajkumar Hirani,Sushant Singh Rajput,56000000,135296102.6,9.7,1.9,50.4,157,Hindi,Production House 257,August,U/A
Barfi,2016,Action,Sanjay Leela Bhansali,Amitabh Bachchan,114000000,507511335.1,9.5,9.4,4.8,115,Hindi,Production House 267,June,A
PK,2006,Comedy,S. S. Rajamouli,Ajay Devgn,110000000,393124805,8.9,9.4,61.75,103,Hindi,Production House 8,November,U/A
Tanu Weds Manu,1993,Thriller,Kabir Khan,Ranbir Kapoor,50000000,168535308.8,2.9,2.6,23.39,173,Hindi,Production House 495,June,U
Gully Boy,2024,Romance,Shoojit Sircar,Aamir Khan,5000000,18892103.42,6.3,8.3,40.97,114,Hindi,Production House 51,August,A
Swades,2013,Drama,Vetrimaaran,Shah Rukh Khan,195000000,745352203.7,5.8,8.8,47.85,163,Hindi,Production House 287,May,U
Bajrangi Bhaijaan,1981,Horror,Lokesh Kanagaraj,Kartik Aaryan,148000000,402326935.6,2.8,4.2,79.93,153,Tamil,Production House 366,November,U
DDLJ,2023,Sci-Fi,Anurag Kashyap,Ranveer Singh,29000000,69219636.76,5,2.4,58.01,158,Hindi,Production House 164,May,U
Bajrangi Bhaijaan,2012,Sci-Fi,Shoojit Sircar,Kartik Aaryan,66000000,303056956.3,5.2,8.2,34.01,157,Hindi,Production House 200,July,U
Sholay,1998,Romance,S. S. Rajamouli,Irrfan Khan,86000000,235434875.2,3.2,1.3,65.72,109,Telugu,Production House 472,June,A
Kantara,2006,Adventure,Kabir Khan,Salman Khan,84000000,123580579.1,9.6,6.6,19.21,176,Hindi,Production House 91,March,U/A
Pathaan,2009,Romance,Mani Ratnam,Sushant Singh Rajput,148000000,421387455.4,5.4,4.1,82.28,132,Hindi,Production House 285,April,U
Chak De India,1986,Romance,Vetrimaaran,Salman Khan,95000000,62215447.71,5.7,6.4,20.14,94,Tamil,Production House 384,February,U
RRR,2006,Horror,Zoya Akhtar,Aamir Khan,125000000,469366573,6.4,8.1,55.85,121,Hindi,Production House 236,August,A
Lagaan,2000,Romance,Imtiaz Ali,Shah Rukh Khan,166000000,177857092.1,9,8.5,20.51,175,Hindi,Production House 82,June,A
Drishyam,1986,Drama,Vetrimaaran,Rajkummar Rao,57000000,57157274.06,5.8,10,32.56,134,Tamil,Production House 201,July,U
Chak De India,2004,Horror,Shoojit Sircar,Rajkummar Rao,155000000,737583409.9,5.9,6.8,42.25,132,Hindi,Production House 164,May,U/A
Barfi,2017,Horror,Lokesh Kanagaraj,Hrithik Roshan,175000000,695888386.6,3.2,3,36.74,160,Hindi,Production House 255,July,U
Gully Boy,1997,Adventure,Mani Ratnam,Salman Khan,48000000,113473415.7,6.4,3.5,93.39,111,Hindi,Production House 38,April,A
Queen,2012,Comedy,Neeraj Pandey,Allu Arjun,36000000,56811335.07,4.4,4.9,22.35,130,Telugu,Production House 334,October,U
Pathaan,2012,Thriller,S. S. Rajamouli,Akshay Kumar,27000000,115984093.4,6.8,8.6,18.01,147,Hindi,Production House 269,April,A
KGF,2011,Horror,Shoojit Sircar,Hrithik Roshan,152000000,738511349,3.7,4.3,51.75,148,Hindi,Production House 168,November,U
Queen,2004,Comedy,Shoojit Sircar,Rajkummar Rao,23000000,64114649.83,7.4,7.2,94.89,117,Hindi,Production House 308,February,U/A
Andhadhun,1993,Drama,Shoojit Sircar,Shah Rukh Khan,33000000,102641296.7,6.6,1.4,50.33,174,Hindi,Production House 280,August,U
Andhadhun,2017,Thriller,Kabir Khan,Irrfan Khan,150000000,239061106.8,5.3,4.9,95.94,144,Hindi,Production House 189,July,A
Singham,2017,Horror,Mani Ratnam,Vijay,73000000,230068711.7,1.9,2.5,19.04,140,Tamil,Production House 231,April,A
Bajrangi Bhaijaan,1983,Action,Mani Ratnam,Ranveer Singh,144000000,331587267.5,6.6,9.4,1.03,125,Tamil,Production House 78,March,A
